date,product_id,store_id,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2,promo_discount_type_2,year,month,day,day_of_week,week_of_year,quarter
2019-08-26,P0130,S0062,0.0,0.0,50.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0067,1.0,9.21,4.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0070,0.0,0.0,8.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0071,0.0,0.0,10.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0078,0.0,0.0,11.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0082,0.0,0.0,10.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0084,0.0,0.0,10.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0085,2.0,18.42,79.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0087,0.0,0.0,8.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0093,10.0,92.14,0.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0096,0.0,0.0,20.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0097,1.0,9.21,18.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0102,0.0,0.0,16.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0107,0.0,0.0,2.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0108,0.0,0.0,7.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0109,0.0,0.0,3.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0112,0.0,0.0,6.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0113,1.0,9.21,22.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0115,0.0,0.0,40.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0117,0.0,0.0,10.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0122,1.0,9.21,0.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0125,0.0,0.0,10.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0126,0.0,0.0,7.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0131,0.0,0.0,1.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0133,0.0,0.0,1.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0138,0.0,0.0,20.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0130,S0142,0.0,0.0,2.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0001,1.0,7.47,12.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0002,0.0,0.0,16.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0008,0.0,0.0,4.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0010,0.0,0.0,4.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0012,1.0,7.47,10.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0013,0.0,0.0,7.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0015,0.0,0.0,26.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0017,0.0,0.0,16.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0020,1.0,7.47,14.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0023,0.0,0.0,8.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0024,0.0,0.0,15.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0026,0.0,0.0,16.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0028,0.0,0.0,15.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0031,0.0,0.0,12.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0038,3.0,24.89,8.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0040,0.0,0.0,16.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0042,0.0,0.0,1.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0043,1.0,7.47,11.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0048,0.0,0.0,5.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0049,1.0,7.47,6.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0050,0.0,0.0,4.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0051,0.0,0.0,180.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0052,0.0,0.0,8.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0055,0.0,0.0,5.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0056,1.0,7.47,24.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0061,0.0,0.0,6.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0062,0.0,0.0,13.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0066,0.0,0.0,8.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0067,0.0,0.0,14.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0070,0.0,0.0,11.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0071,0.0,0.0,5.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0078,0.0,0.0,16.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0082,0.0,0.0,4.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0084,1.0,7.47,9.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0085,1.0,7.47,13.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0087,0.0,0.0,12.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0091,0.0,0.0,15.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0093,0.0,0.0,15.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0094,0.0,0.0,14.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0096,0.0,0.0,24.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0097,0.0,0.0,16.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0102,0.0,0.0,16.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0103,0.0,0.0,16.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0104,0.0,0.0,15.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0107,1.0,9.96,1.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0108,0.0,0.0,6.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0109,0.0,0.0,16.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0110,2.0,14.93,2.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0112,0.0,0.0,31.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0113,0.0,0.0,20.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0115,1.0,7.47,19.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0117,0.0,0.0,3.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0122,0.0,0.0,17.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0125,0.0,0.0,3.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0126,0.0,0.0,24.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0131,0.0,0.0,2.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0132,0.0,0.0,12.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0133,0.0,0.0,7.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0138,0.0,0.0,15.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0139,1.0,7.47,13.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0169,S0142,0.0,0.0,4.0,11.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0247,S0026,0.0,0.0,2.0,34.95,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0247,S0038,0.0,0.0,9.0,34.95,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0247,S0048,0.0,0.0,5.0,34.95,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0247,S0085,1.0,22.21,23.0,34.95,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0247,S0094,0.0,0.0,2.0,34.95,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0247,S0104,0.0,0.0,32.0,34.95,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0247,S0112,0.0,0.0,4.0,34.95,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0247,S0115,1.0,22.21,2.0,34.95,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0247,S0126,0.0,0.0,5.0,34.95,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0001,0.0,0.0,28.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0002,0.0,0.0,15.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0008,0.0,0.0,5.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0010,0.0,0.0,7.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0012,0.0,0.0,20.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0013,0.0,0.0,4.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0015,1.0,6.83,11.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0017,0.0,0.0,7.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0020,0.0,0.0,3.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0022,1.0,6.83,13.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0023,0.0,0.0,9.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0024,0.0,0.0,9.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0026,0.0,0.0,2.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0028,0.0,0.0,13.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0031,0.0,0.0,2.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0038,2.0,13.66,10.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0040,0.0,0.0,14.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0042,1.0,9.11,51.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0043,1.0,6.83,6.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0048,0.0,0.0,10.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0049,0.0,0.0,4.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0050,0.0,0.0,14.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0051,0.0,0.0,4.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0052,0.0,0.0,5.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0055,0.0,0.0,11.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0056,0.0,0.0,10.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0061,0.0,0.0,19.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0062,0.0,0.0,14.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0066,1.0,6.83,5.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0067,0.0,0.0,26.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0070,0.0,0.0,15.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0071,0.0,0.0,6.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0075,0.0,0.0,4.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0078,0.0,0.0,5.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0082,0.0,0.0,14.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0084,0.0,0.0,3.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0085,0.0,0.0,15.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0087,0.0,0.0,14.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0091,0.0,0.0,14.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0093,0.0,0.0,16.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0094,0.0,0.0,10.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0096,0.0,0.0,2.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0097,0.0,0.0,15.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0102,4.0,27.32,12.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0104,0.0,0.0,6.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0107,0.0,0.0,7.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0108,1.0,6.83,13.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0109,0.0,0.0,6.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0110,1.0,9.11,4.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0112,0.0,0.0,13.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0113,0.0,0.0,9.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0115,0.0,0.0,20.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0117,0.0,0.0,10.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0122,0.0,0.0,4.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0125,0.0,0.0,11.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0126,0.0,0.0,3.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0131,1.0,6.83,13.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0132,0.0,0.0,4.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0133,0.0,0.0,9.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0136,0.0,0.0,1.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0138,0.0,0.0,5.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0139,0.0,0.0,10.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0142,0.0,0.0,10.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0280,S0144,0.0,0.0,13.0,10.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0439,S0020,6.0,55.31,4.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0439,S0023,1.0,9.21,5.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0439,S0028,0.0,0.0,19.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0439,S0031,0.0,0.0,10.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0439,S0038,0.0,0.0,27.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0439,S0043,2.0,18.42,1.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0439,S0048,0.0,0.0,7.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0439,S0085,2.0,18.42,7.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0439,S0097,0.0,0.0,13.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0439,S0104,0.0,0.0,1.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0439,S0108,0.0,0.0,6.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0439,S0126,2.0,18.42,0.0,14.5,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0001,1.0,101.53,2.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0008,0.0,0.0,1.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0018,0.0,0.0,1.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0028,0.0,0.0,4.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0038,0.0,0.0,3.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0040,0.0,0.0,1.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0043,0.0,0.0,1.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0048,0.0,0.0,1.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0049,0.0,0.0,1.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0051,0.0,0.0,8.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0083,0.0,0.0,1.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0085,0.0,0.0,2.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0087,0.0,0.0,1.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0094,0.0,0.0,1.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0096,0.0,0.0,1.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0097,0.0,0.0,3.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0102,0.0,0.0,1.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
2019-08-26,P0684,S0104,0.0,0.0,3.0,159.75,PR05,low,PR02,verylow,20.0,PR02,2019,8,26,0,35,3
